"","Species","Treatment","Treatment_number","Seed_set","Scale_seed"
"74","SOME","PEIN 50%",4,210,0.0754225662246431
"75","SOME","PEIN 50%",5,347,0.518666027651209
"76","SOME","PEIN 50%",6,540,1.14308929812805
"77","SOME","PEIN 50%",7,1104,2.96782880356296
"78","SOME","PEIN 50%",8,0,-0.604001717713888
"79","SOME","PEIN 50%",9,868,2.20428532256537
"80","SOME","PEIN 50%",10,0,-0.604001717713888
"91","SOME","SIAL 50%",1,227,0.130423579686334
"92","SOME","SIAL 50%",2,43,-0.464881507193141
"93","SOME","SIAL 50%",3,38,-0.481058275858344
"94","SOME","SIAL 50%",4,28,-0.513411813188751
"95","SOME","SIAL 50%",5,30,-0.506941105722669
"96","SOME","SIAL 50%",6,459,0.881025645751759
"97","SOME","SIAL 50%",7,1048,2.78664899451269
"98","SOME","SIAL 50%",8,565,1.22397314145406
"99","SOME","SIAL 50%",9,655,1.51515497742772
"100","SOME","SIAL 50%",10,860,2.17840249270105
"111","SOME","SOLY 50%",1,0,-0.604001717713888
"112","SOME","SOLY 50%",2,255,0.221013484211471
"113","SOME","SOLY 50%",3,355,0.544548857515534
"114","SOME","SOLY 50%",4,252,0.211307423012349
"115","SOME","SOLY 50%",5,350,0.52837208885033
"116","SOME","SOLY 50%",6,633,1.44397719530083
"117","SOME","SOLY 50%",7,581,1.27573880118271
"118","SOME","SOLY 50%",8,454,0.864848877086555
"119","SOME","SOLY 50%",9,805,2.00045803738381
"120","SOME","SOLY 50%",10,686,1.61545094315198
"121","SOME","BRRA 50%",1,0,-0.604001717713888
"122","SOME","BRRA 50%",2,200,0.0430690288942368
"123","SOME","BRRA 50%",3,169,-0.0572269368300225
"124","SOME","BRRA 50%",4,0,-0.604001717713888
"125","SOME","BRRA 50%",5,0,-0.604001717713888
"126","SOME","BRRA 50%",6,184,-0.00869663083441316
"127","SOME","BRRA 50%",7,0,-0.604001717713888
"128","SOME","BRRA 50%",8,83,-0.335467357871516
"129","SOME","BRRA 50%",9,0,-0.604001717713888
"130","SOME","BRRA 50%",10,0,-0.604001717713888
"151","SOME","ERSA 50%",1,583,1.2822095086488
"152","SOME","ERSA 50%",2,0,-0.604001717713888
"153","SOME","ERSA 50%",3,0,-0.604001717713888
"154","SOME","ERSA 50%",4,0,-0.604001717713888
"155","SOME","ERSA 50%",5,0,-0.604001717713888
"156","SOME","ERSA 50%",6,787,1.94222167018908
"157","SOME","ERSA 50%",7,385,0.641609469506752
"158","SOME","ERSA 50%",8,0,-0.604001717713888
"159","SOME","ERSA 50%",9,520,1.07838222346724
"160","SOME","ERSA 50%",10,1068,2.8513560691735
"171","SOME ","IPAQ 50%",1,0,-0.604001717713888
"172","SOME ","IPAQ 50%",2,0,-0.604001717713888
"173","SOME ","IPAQ 50%",3,0,-0.604001717713888
"174","SOME ","IPAQ 50%",4,0,-0.604001717713888
"175","SOME ","IPAQ 50%",5,0,-0.604001717713888
"176","SOME ","IPAQ 50%",6,0,-0.604001717713888
"177","SOME ","IPAQ 50%",7,0,-0.604001717713888
"178","SOME ","IPAQ 50%",8,0,-0.604001717713888
"179","SOME ","IPAQ 50%",9,0,-0.604001717713888
"180","SOME ","IPAQ 50%",10,0,-0.604001717713888
"141","PEIN","CAAN 50%",1,298,2.78328765625178
"210","PEIN","CAAN 50%",2,234,2.07618524909973
"310","PEIN","CAAN 50%",3,341,3.25837208605705
"410","PEIN","CAAN 50%",4,274,2.51812425356976
"510","PEIN","CAAN 50%",5,244,2.18667000021724
"610","PEIN","CAAN 50%",6,196,1.65634319485321
"710","PEIN","CAAN 50%",7,182,1.5016645432887
"810","PEIN","CAAN 50%",8,199,1.68948862018846
"910","PEIN","CAAN 50%",9,196,1.65634319485321
"1010","PEIN","CAAN 50%",10,134,0.97133773792467
"211","PEIN","SIAL 50%",1,21,-0.277139949703153
"221","PEIN","SIAL 50%",2,0,-0.509157927049917
"231","PEIN","SIAL 50%",3,61,0.164799054766873
"241","PEIN","SIAL 50%",4,17,-0.321333850150156
"251","PEIN","SIAL 50%",5,20,-0.288188424814904
"261","PEIN","SIAL 50%",6,0,-0.509157927049917
"271","PEIN","SIAL 50%",7,0,-0.509157927049917
"281","PEIN","SIAL 50%",8,0,-0.509157927049917
"291","PEIN","SIAL 50%",9,23,-0.255042999479652
"301","PEIN","SIAL 50%",10,0,-0.509157927049917
"411","PEIN","SOLY 50%",1,0,-0.509157927049917
"421","PEIN","SOLY 50%",2,0,-0.509157927049917
"431","PEIN","SOLY 50%",3,0,-0.509157927049917
"441","PEIN","SOLY 50%",4,94,0.529398733454644
"451","PEIN","SOLY 50%",5,12,-0.376576225708909
"461","PEIN","SOLY 50%",6,0,-0.509157927049917
"471","PEIN","SOLY 50%",7,81,0.385768557001886
"481","PEIN","SOLY 50%",8,0,-0.509157927049917
"491","PEIN","SOLY 50%",9,241,2.15352457488199
"501","PEIN","SOLY 50%",10,184,1.5237614935122
"611","PEIN","IPPU 50 %",1,0,-0.509157927049917
"621","PEIN","IPPU 50 %",2,0,-0.509157927049917
"631","PEIN","IPPU 50 %",3,0,-0.509157927049917
"641","PEIN","IPPU 50 %",4,0,-0.509157927049917
"651","PEIN","IPPU 50 %",5,0,-0.509157927049917
"661","PEIN","IPPU 50 %",6,0,-0.509157927049917
"671","PEIN","IPPU 50 %",7,0,-0.509157927049917
"681","PEIN","IPPU 50 %",8,0,-0.509157927049917
"691","PEIN","IPPU 50 %",9,61,0.164799054766873
"701","PEIN","IPPU 50 %",10,0,-0.509157927049917
"811","PEIN","BROL 50%",1,73,0.29738075610788
"821","PEIN","BROL 50%",2,0,-0.509157927049917
"831","PEIN","BROL 50%",3,0,-0.509157927049917
"841","PEIN","BROL 50%",4,0,-0.509157927049917
"851","PEIN","BROL 50%",5,86,0.441010932560639
"861","PEIN","BROL 50%",6,330,3.1368388598278
"871","PEIN","BROL 50%",7,109,0.695125860130904
"881","PEIN","BROL 50%",8,81,0.385768557001886
"891","PEIN","BROL 50%",9,62,0.175847529878623
"901","PEIN","BROL 50%",10,0,-0.509157927049917
"1011","PEIN","SOME 50%",1,24,-0.243994524367901
"1021","PEIN","SOME 50%",2,0,-0.509157927049917
"1031","PEIN","SOME 50%",3,11,-0.38762470082066
"1041","PEIN","SOME 50%",4,0,-0.509157927049917
"1051","PEIN","SOME 50%",5,0,-0.509157927049917
"1061","PEIN","SOME 50%",6,0,-0.509157927049917
"1071","PEIN","SOME 50%",7,259,2.3523971268935
"1081","PEIN","SOME 50%",8,17,-0.321333850150156
"1091","PEIN","SOME 50%",9,250,2.25296085088775
"1101","PEIN","SOME 50%",10,0,-0.509157927049917
"1211","PEIN","BRRA 50%",1,85,0.429962457448888
"1221","PEIN","BRRA 50%",2,163,1.29174351616544
"1231","PEIN","BRRA 50%",3,0,-0.509157927049917
"1241","PEIN","BRRA 50%",4,79,0.363671606778384
"1251","PEIN","BRRA 50%",5,85,0.429962457448888
"1261","PEIN","BRRA 50%",6,217,1.88836117219997
"1271","PEIN","BRRA 50%",7,255,2.3082032264465
"1281","PEIN","BRRA 50%",8,0,-0.509157927049917
"1291","PEIN","BRRA 50%",9,33,-0.144558248362146
"1301","PEIN","BRRA 50%",10,42,-0.0451219723563897
"1511","PEIN","ERSA 50%",1,38,-0.0893158728033923
"1521","PEIN","ERSA 50%",2,155,1.20335571527143
"1531","PEIN","ERSA 50%",3,128,0.905046887254166
"1541","PEIN","ERSA 50%",4,111,0.717222810354405
"1551","PEIN","ERSA 50%",5,167,1.33593741661244
"1561","PEIN","ERSA 50%",6,0,-0.509157927049917
"1571","PEIN","ERSA 50%",7,0,-0.509157927049917
"1581","PEIN","ERSA 50%",8,78,0.352623131666634
"1591","PEIN","ERSA 50%",9,59,0.142702104543371
"1601","PEIN","ERSA 50%",10,193,1.62319776951796
"1711","PEIN","IPAQ 50%",1,0,-0.509157927049917
"1721","PEIN","IPAQ 50%",2,37,-0.100364347915143
"1731","PEIN","IPAQ 50%",3,0,-0.509157927049917
"1741","PEIN","IPAQ 50%",4,0,-0.509157927049917
"1751","PEIN","IPAQ 50%",5,0,-0.509157927049917
"1761","PEIN","IPAQ 50%",6,0,-0.509157927049917
"1771","PEIN","IPAQ 50%",7,0,-0.509157927049917
"1781","PEIN","IPAQ 50%",8,0,-0.509157927049917
"1791","PEIN","IPAQ 50%",9,299,2.79433613136353
"1801","PEIN","IPAQ 50%",10,164,1.30279199127719
"1110","CAAN","PEIN 50%",1,0,-0.424942576873939
"1210","CAAN","PEIN 50%",2,0,-0.424942576873939
"1310","CAAN","PEIN 50%",3,0,-0.424942576873939
"1410","CAAN","PEIN 50%",4,0,-0.424942576873939
"1510","CAAN","PEIN 50%",5,0,-0.424942576873939
"1610","CAAN","PEIN 50%",6,0,-0.424942576873939
"1710","CAAN","PEIN 50%",7,0,-0.424942576873939
"1810","CAAN","PEIN 50%",8,0,-0.424942576873939
"191","CAAN","PEIN 50%",9,0,-0.424942576873939
"201","CAAN","PEIN 50%",10,0,-0.424942576873939
"311","CAAN","SOLY 50%",1,0,-0.424942576873939
"321","CAAN","SOLY 50%",2,44,0.107473180845415
"331","CAAN","SOLY 50%",3,55,0.240577120275253
"341","CAAN","SOLY 50%",4,101,0.797193594254578
"351","CAAN","SOLY 50%",5,69,0.409982134095048
"361","CAAN","SOLY 50%",6,57,0.264777836535224
"371","CAAN","SOLY 50%",7,0,-0.424942576873939
"381","CAAN","SOLY 50%",8,70,0.422082492225033
"391","CAAN","SOLY 50%",9,21,-0.170835056144247
"401","CAAN","SOLY 50%",10,12,-0.279738279314115
"412","CAAN","BROL 50%",1,0,-0.424942576873939
"422","CAAN","BROL 50%",2,53,0.216376404015283
"432","CAAN","BROL 50%",3,28,-0.08613254923435
"442","CAAN","BROL 50%",4,39,0.0469713901954885
"452","CAAN","BROL 50%",5,7,-0.340240069964042
"462","CAAN","BROL 50%",6,26,-0.110333265494321
"472","CAAN","BROL 50%",7,15,-0.243437204924159
"482","CAAN","BROL 50%",8,121,1.03920075685428
"492","CAAN","BROL 50%",9,49,0.167974971495342
"502","CAAN","BROL 50%",10,0,-0.424942576873939
"612","CAAN","SOME 50%",1,33,-0.0256307585844234
"622","CAAN","SOME 50%",2,0,-0.424942576873939
"632","CAAN","SOME 50%",3,15,-0.243437204924159
"642","CAAN","SOME 50%",4,0,-0.424942576873939
"652","CAAN","SOME 50%",5,17,-0.219236488664188
"662","CAAN","SOME 50%",6,42,0.0832724645854444
"672","CAAN","SOME 50%",7,0,-0.424942576873939
"682","CAAN","SOME 50%",8,0,-0.424942576873939
"692","CAAN","SOME 50%",9,0,-0.424942576873939
"702","CAAN","SOME 50%",10,0,-0.424942576873939
"812","CAAN","BRRA 50%",1,0,-0.424942576873939
"822","CAAN","BRRA 50%",2,58,0.276878194665209
"832","CAAN","BRRA 50%",3,93,0.700390729214695
"842","CAAN","BRRA 50%",4,13,-0.26763792118413
"852","CAAN","BRRA 50%",5,0,-0.424942576873939
"862","CAAN","BRRA 50%",6,0,-0.424942576873939
"872","CAAN","BRRA 50%",7,19,-0.195035772404218
"882","CAAN","BRRA 50%",8,25,-0.122433623624306
"892","CAAN","BRRA 50%",9,27,-0.0982329073643353
"902","CAAN","BRRA 50%",10,0,-0.424942576873939
"1012","CAAN","SIAL 50%",1,289,3.07206092269182
"1022","CAAN","SIAL 50%",2,0,-0.424942576873939
"1032","CAAN","SIAL 50%",3,0,-0.424942576873939
"1042","CAAN","SIAL 50%",4,0,-0.424942576873939
"1052","CAAN","SIAL 50%",5,0,-0.424942576873939
"1062","CAAN","SIAL 50%",6,0,-0.424942576873939
"1072","CAAN","SIAL 50%",7,0,-0.424942576873939
"1082","CAAN","SIAL 50%",8,0,-0.424942576873939
"1092","CAAN","SIAL 50%",9,0,-0.424942576873939
"1102","CAAN","SIAL 50%",10,48,0.155874613365356
"1212","CAAN","IPAQ 50%",1,30,-0.0619318329743794
"1222","CAAN","IPAQ 50%",2,24,-0.134533981754291
"1232","CAAN","IPAQ 50%",3,9,-0.316039353704071
"1242","CAAN","IPAQ 50%",4,86,0.615688222304798
"1252","CAAN","IPAQ 50%",5,85,0.603587864174813
"1262","CAAN","IPAQ 50%",6,9,-0.316039353704071
"1272","CAAN","IPAQ 50%",7,94,0.712491087344681
"1282","CAAN","IPAQ 50%",8,10,-0.303938995574086
"1292","CAAN","IPAQ 50%",9,4,-0.376541144353998
"1302","CAAN","IPAQ 50%",10,33,-0.0256307585844234
"1411","CAAN","IPPU 50%",1,0,-0.424942576873939
"142","CAAN","IPPU 50%",2,0,-0.424942576873939
"143","CAAN","IPPU 50%",3,18,-0.207136130534203
"144","CAAN","IPPU 50%",4,0,-0.424942576873939
"145","CAAN","IPPU 50%",5,0,-0.424942576873939
"146","CAAN","IPPU 50%",6,0,-0.424942576873939
"147","CAAN","IPPU 50%",7,3,-0.388641502483983
"148","CAAN","IPPU 50%",8,0,-0.424942576873939
"149","CAAN","IPPU 50%",9,0,-0.424942576873939
"150","CAAN","IPPU 50%",10,4,-0.376541144353998
"1611","CAAN","ERSA 50%",1,167,1.59581723083361
"1621","CAAN","ERSA 50%",2,29,-0.0740321911043647
"1631","CAAN","ERSA 50%",3,132,1.17230469628412
"1641","CAAN","ERSA 50%",4,201,2.00722940725311
"1651","CAAN","ERSA 50%",5,239,2.46704301619255
"1661","CAAN","ERSA 50%",6,118,1.00289968246433
"1671","CAAN","ERSA 50%",7,0,-0.424942576873939
"1681","CAAN","ERSA 50%",8,14,-0.255537563054144
"1691","CAAN","ERSA 50%",9,153,1.42641221701381
"1701","CAAN","ERSA 50%",10,17,-0.219236488664188
"192","ERSA","PEIN 50%",1,11,1.49676394356547
"212","ERSA","PEIN 50%",2,11,1.49676394356547
"312","ERSA","PEIN 50%",3,10,1.31290684273666
"413","ERSA","PEIN 50%",4,9,1.12904974190784
"511","ERSA","PEIN 50%",5,12,1.68062104439428
"613","ERSA","PEIN 50%",6,0,-0.525664165551468
"711","ERSA","PEIN 50%",7,0,-0.525664165551468
"813","ERSA","PEIN 50%",8,2,-0.157949963893843
"911","ERSA","PEIN 50%",9,7,0.761335540250219
"1013","ERSA","PEIN 50%",10,0,-0.525664165551468
"213","ERSA","SOME 50%",1,0,-0.525664165551468
"222","ERSA","SOME 50%",2,12,1.68062104439428
"232","ERSA","SOME 50%",3,11,1.49676394356547
"242","ERSA","SOME 50%",4,15,2.23219234688072
"252","ERSA","SOME 50%",5,10,1.31290684273666
"262","ERSA","SOME 50%",6,15,2.23219234688072
"272","ERSA","SOME 50%",7,0,-0.525664165551468
"282","ERSA","SOME 50%",8,17,2.59990654853834
"292","ERSA","SOME 50%",9,17,2.59990654853834
"302","ERSA","SOME 50%",10,0,-0.525664165551468
"414","ERSA","BROL 50%",1,0,-0.525664165551468
"423","ERSA","BROL 50%",2,0,-0.525664165551468
"433","ERSA","BROL 50%",3,0,-0.525664165551468
"443","ERSA","BROL 50%",4,0,-0.525664165551468
"453","ERSA","BROL 50%",5,0,-0.525664165551468
"463","ERSA","BROL 50%",6,0,-0.525664165551468
"473","ERSA","BROL 50%",7,0,-0.525664165551468
"483","ERSA","BROL 50%",8,0,-0.525664165551468
"493","ERSA","BROL 50%",9,0,-0.525664165551468
"503","ERSA","BROL 50%",10,0,-0.525664165551468
"614","ERSA","IPPU 50%",1,0,-0.525664165551468
"623","ERSA","IPPU 50%",2,11,1.49676394356547
"633","ERSA","IPPU 50%",3,14,2.04833524605191
"643","ERSA","IPPU 50%",4,2,-0.157949963893843
"653","ERSA","IPPU 50%",5,0,-0.525664165551468
"663","ERSA","IPPU 50%",6,0,-0.525664165551468
"673","ERSA","IPPU 50%",7,2,-0.157949963893843
"683","ERSA","IPPU 50%",8,3,0.0259071369349691
"693","ERSA","IPPU 50%",9,0,-0.525664165551468
"703","ERSA","IPPU 50%",10,13,1.86447814522309
"814","ERSA","SIAL 50%",1,13,1.86447814522309
"823","ERSA","SIAL 50%",2,10,1.31290684273666
"833","ERSA","SIAL 50%",3,0,-0.525664165551468
"843","ERSA","SIAL 50%",4,1,-0.341807064722656
"853","ERSA","SIAL 50%",5,12,1.68062104439428
"863","ERSA","SIAL 50%",6,7,0.761335540250219
"873","ERSA","SIAL 50%",7,2,-0.157949963893843
"883","ERSA","SIAL 50%",8,12,1.68062104439428
"893","ERSA","SIAL 50%",9,0,-0.525664165551468
"903","ERSA","SIAL 50%",10,12,1.68062104439428
"1014","ERSA","SOLY 50%",1,10,1.31290684273666
"1023","ERSA","SOLY 50%",2,1,-0.341807064722656
"1033","ERSA","SOLY 50%",3,17,2.59990654853834
"1043","ERSA","SOLY 50%",4,8,0.945192641079031
"1053","ERSA","SOLY 50%",5,0,-0.525664165551468
"1063","ERSA","SOLY 50%",6,0,-0.525664165551468
"1073","ERSA","SOLY 50%",7,0,-0.525664165551468
"1083","ERSA","SOLY 50%",8,0,-0.525664165551468
"1093","ERSA","SOLY 50%",9,0,-0.525664165551468
"1103","ERSA","SOLY 50%",10,0,-0.525664165551468
"1213","ERSA","CAAN 50%",1,0,-0.525664165551468
"1223","ERSA","CAAN 50%",2,0,-0.525664165551468
"1233","ERSA","CAAN 50%",3,4,0.209764237763782
"1243","ERSA","CAAN 50%",4,10,1.31290684273666
"1253","ERSA","CAAN 50%",5,8,0.945192641079031
"1263","ERSA","CAAN 50%",6,6,0.577478439421407
"1273","ERSA","CAAN 50%",7,11,1.49676394356547
"1283","ERSA","CAAN 50%",8,0,-0.525664165551468
"1293","ERSA","CAAN 50%",9,0,-0.525664165551468
"1303","ERSA","CAAN 50%",10,0,-0.525664165551468
"1412","ERSA","BRRA 50%",1,15,2.23219234688072
"1421","ERSA","BRRA 50%",2,15,2.23219234688072
"1431","ERSA","BRRA 50%",3,17,2.59990654853834
"1441","ERSA","BRRA 50%",4,7,0.761335540250219
"1451","ERSA","BRRA 50%",5,6,0.577478439421407
"1461","ERSA","BRRA 50%",6,13,1.86447814522309
"1471","ERSA","BRRA 50%",7,2,-0.157949963893843
"1481","ERSA","BRRA 50%",8,20,3.15147785102478
"1491","ERSA","BRRA 50%",9,1,-0.341807064722656
"1501","ERSA","BRRA 50%",10,0,-0.525664165551468
"1612","ERSA","IPAQ 50%",1,10,1.31290684273666
"1622","ERSA","IPAQ 50%",2,7,0.761335540250219
"1632","ERSA","IPAQ 50%",3,15,2.23219234688072
"1642","ERSA","IPAQ 50%",4,16,2.41604944770953
"1652","ERSA","IPAQ 50%",5,17,2.59990654853834
"1662","ERSA","IPAQ 50%",6,15,2.23219234688072
"1672","ERSA","IPAQ 50%",7,22,3.51919205268241
"1682","ERSA","IPAQ 50%",8,23,3.70304915351122
"1692","ERSA","IPAQ 50%",9,0,-0.525664165551468
"1702","ERSA","IPAQ 50%",10,0,-0.525664165551468
"193","BRRA","PEIN 50%",1,0,-0.341293346546095
"214","BRRA","PEIN 50%",2,0,-0.341293346546095
"313","BRRA","PEIN 50%",3,0,-0.341293346546095
"415","BRRA","PEIN 50%",4,0,-0.341293346546095
"512","BRRA","PEIN 50%",5,0,-0.341293346546095
"615","BRRA","PEIN 50%",6,0,-0.341293346546095
"712","BRRA","PEIN 50%",7,0,-0.341293346546095
"815","BRRA","PEIN 50%",8,0,-0.341293346546095
"912","BRRA","PEIN 50%",9,0,-0.341293346546095
"1015","BRRA","PEIN 50%",10,0,-0.341293346546095
"215","BRRA","SOME 50%",1,0,-0.341293346546095
"223","BRRA","SOME 50%",2,0,-0.341293346546095
"233","BRRA","SOME 50%",3,0,-0.341293346546095
"243","BRRA","SOME 50%",4,0,-0.341293346546095
"253","BRRA","SOME 50%",5,0,-0.341293346546095
"263","BRRA","SOME 50%",6,0,-0.341293346546095
"273","BRRA","SOME 50%",7,0,-0.341293346546095
"283","BRRA","SOME 50%",8,0,-0.341293346546095
"293","BRRA","SOME 50%",9,0,-0.341293346546095
"303","BRRA","SOME 50%",10,0,-0.341293346546095
"416","BRRA","BROL 50%",1,11,2.24263436665628
"424","BRRA","BROL 50%",2,13,2.71243940542035
"434","BRRA","BROL 50%",3,10,2.00773184727425
"444","BRRA","BROL 50%",4,21,4.59165956047662
"454","BRRA","BROL 50%",5,0,-0.341293346546095
"464","BRRA","BROL 50%",6,3,0.363414211600008
"474","BRRA","BROL 50%",7,7,1.30302428912814
"484","BRRA","BROL 50%",8,12,2.47753688603832
"494","BRRA","BROL 50%",9,4,0.598316730982042
"504","BRRA","BROL 50%",10,0,-0.341293346546095
"616","BRRA","IPPU 50%",1,0,-0.341293346546095
"624","BRRA","IPPU 50%",2,0,-0.341293346546095
"634","BRRA","IPPU 50%",3,0,-0.341293346546095
"644","BRRA","IPPU 50%",4,0,-0.341293346546095
"654","BRRA","IPPU 50%",5,0,-0.341293346546095
"664","BRRA","IPPU 50%",6,0,-0.341293346546095
