"","Species","Treatment","Treatment.number","Seed.production","Family"
"121","BRRA","Self",8,0,"other"
"122","BRRA","Self",9,0,"other"
"123","BRRA","Self",10,0,"other"
"124","BRRA","Control",1,0,"other"
"125","BRRA","Control",2,0,"other"
"126","BRRA","Control",3,0,"other"
"127","BRRA","Control",4,0,"other"
"128","BRRA","Control",5,0,"other"
"129","BRRA","Control",6,0,"other"
"130","BRRA","Control",7,0,"other"
"131","BRRA","Control",8,0,"other"
"132","BRRA","Control",9,0,"other"
"133","BRRA","Control",10,0,"other"
"134","BRRA","Flower Control",1,0,"other"
"135","BRRA","Flower Control",2,0,"other"
"136","BRRA","Flower Control",3,0,"other"
"137","BRRA","Flower Control",4,0,"other"
"138","BRRA","Flower Control",5,0,"other"
"139","BRRA","Flower Control",6,0,"other"
"140","BRRA","Flower Control",7,0,"other"
"141","BRRA","Flower Control",8,0,"other"
"142","BRRA","Flower Control",9,0,"other"
"143","BRRA","Flower Control",10,0,"other"
